id,subject,predicate,object,confidence,count
R05252,同义词,相关,但是该方法,0.5,1
R05253,同词,相关,但是该方法,0.5,1
R05254,能力,相关,但是该方法,0.5,1
R05255,同义,相关,但是该方法,0.5,1
R05256,方法,相关,基于逻辑推理的方法,0.5,1
R05257,逻辑推理,相关,基于逻辑推理的方法,0.5,1
R05258,逻辑,相关,基于逻辑推理的方法,0.5,1
R05259,实例,相关,通过实例匹配的方法,0.5,1
R05260,本体,相关,通过实例匹配的方法,0.5,1
R05261,方法,相关,通过实例匹配的方法,0.5,1
R05262,苹果,相关,通过实例匹配的方法,0.5,1
R05263,语言,相关,融合,0.5,1
R05264,语言,相关,合到一个数据库,0.5,1
R05265,体系,相关,合到一个数据库,0.5,1
R05266,数据库,相关,融合,0.5,1
R05267,数据库,相关,合到一个数据库,0.5,1
R05268,数据,相关,合到一个数据库,0.5,1
R05269,融合,相关,合到一个数据库,0.5,1
R05270,融合,相关,跨语言知识,0.5,1
R05271,融合,相关,是指将不同语言体系的知识,0.5,1
R05272,融合,相关,知识融合是指将不,0.5,1
R05273,融合,相关,知识融合到一个数,0.5,1
R05274,合到一个数据库,相关,跨语言知识,0.5,1
R05275,合到一个数据库,相关,是指将不同语言体系的知识,0.5,1
R05276,合到一个数据库,相关,知识融合是指将不,0.5,1
R05277,合到一个数据库,相关,知识融合到一个数,0.5,1
R05278,合到一个数据库,相关,知识融合,0.5,1
R05279,语言,相关,国际化,0.5,1
R05280,链接,相关,国际化,0.5,1
R05281,数据,相关,国际化,0.5,1
R05282,国际化,相关,世界,0.5,1
R05283,国际化,相关,范围,0.5,1
R05284,国际化,相关,数据的国际化以及,0.5,1
R05285,语言,相关,工作,0.5,1
R05286,任务,相关,研究,0.5,1
R05287,任务,相关,工作,0.5,1
R05288,研究,相关,跨语言知识,0.5,1
R05289,研究,相关,知识问答等任务的,0.5,1
R05290,工作,相关,跨语言知识,0.5,1
R05291,工作,相关,知识问答等任务的,0.5,1
R05292,实体,相关,解析,0.5,1
R05293,百科,相关,北京,0.5,1
R05294,百科,相关,北京小米科技有限责任公司,0.5,1
R05295,北京,相关,小米,0.5,1
R05296,北京,相关,中文,0.5,1
R05297,北京,相关,维基百科,0.5,1
R05298,北京,相关,集团,0.5,1
R05299,中文,相关,北京小米科技有限责任公司,0.5,1
R05300,维基百科,相关,北京小米科技有限责任公司,0.5,1
R05301,集团,相关,北京小米科技有限责任公司,0.5,1
R05302,实体,相关,融合,0.5,1
R05303,对象,相关,融合,0.5,1
R05304,融合,相关,数据融合时需要对,0.5,1
R05305,数据,相关,挑战,0.5,1
R05306,研究,相关,问题,0.5,1
R05307,研究,相关,是数据层知识,0.5,1
R05308,研究,相关,数据层知识融合研,0.5,1
R05309,实体,相关,挑战,0.5,1
R05310,融合,相关,问题,0.5,1
R05311,融合,相关,是数据层知识,0.5,1
R05312,融合,相关,数据层知识融合研,0.5,1
R05313,问题,相关,挑战,0.5,1
R05314,挑战,相关,数据层知识,0.5,1
R05315,挑战,相关,是数据层知识,0.5,1
R05316,挑战,相关,数据层知识融合,0.5,1
R05317,挑战,相关,数据层知识融合研,0.5,1
R05318,挑战,相关,知识融合,0.5,1
R05319,数据,相关,实际情况设计有效算法,0.5,1
R05320,数据,相关,需要根据知识库,0.5,1
R05321,问题,相关,设计,0.5,1
R05322,问题,相关,实际情况设计有效算法,0.5,1
R05323,问题,相关,需要根据知识库,0.5,1
R05324,知识库,相关,实际情况设计有效算法,0.5,1
R05325,知识库,相关,需要根据知识库,0.5,1
R05326,实际,相关,设计,0.5,1
R05327,实际,相关,实际情况设计有效算法,0.5,1
R05328,实际,相关,需要根据知识库,0.5,1
R05329,情况,相关,实际情况设计有效算法,0.5,1
R05330,情况,相关,需要根据知识库,0.5,1
R05331,设计,相关,算法,0.5,1
R05332,设计,相关,需要根据知识库,0.5,1
R05333,设计,相关,的获取问题都需要根据知识,0.5,1
R05334,设计,相关,数据的获取问题都,0.5,1
R05335,设计,相关,知识库实际情况设,0.5,1
R05336,算法,相关,实际情况设计有效算法,0.5,1
R05337,算法,相关,需要根据知识库,0.5,1
R05338,实际情况设计有效算法,相关,需要根据知识库,0.5,1
R05339,实际情况设计有效算法,相关,的获取问题都需要根据知识,0.5,1
R05340,实际情况设计有效算法,相关,数据的获取问题都,0.5,1
R05341,实际情况设计有效算法,相关,知识库实际情况设,0.5,1
R05342,需要根据知识库,相关,的获取问题都需要根据知识,0.5,1
R05343,需要根据知识库,相关,数据的获取问题都,0.5,1
R05344,需要根据知识库,相关,知识库实际情况设,0.5,1
R05345,实体,相关,成对实体对齐根据技术,0.5,1
R05346,实体,相关,不同分为基于概率模型,0.5,1
R05347,技术,相关,成对实体对齐根据技术,0.5,1
R05348,技术,相关,不同分为基于概率模型,0.5,1
R05349,方案,相关,成对实体对齐根据技术,0.5,1
R05350,方案,相关,不同分为基于概率模型,0.5,1
R05351,概率模型,相关,成对实体对齐根据技术,0.5,1
R05352,概率模型,相关,不同分为基于概率模型,0.5,1
R05353,成对实体对齐根据技术,相关,案的不同分为基于概率模型,0.5,1
R05354,不同分为基于概率模型,相关,案的不同分为基于概率模型,0.5,1
R05355,实体,相关,对齐方法,0.5,1
R05356,实体,相关,习的成对实体对齐方法,0.5,1
R05357,方法,相关,对齐方法,0.5,1
R05358,方法,相关,习的成对实体对齐方法,0.5,1
R05359,对齐方法,相关,机器学习,0.5,1
R05360,习的成对实体对齐方法,相关,机器学习,0.5,1
R05361,概率模型,相关,基于概率模型,0.5,1
R05362,概率模型,相关,的成对实体对齐方法,0.5,1
R05363,概率模型,相关,于概率模型,0.5,1
R05364,实体,相关,基于概率模型,0.5,1
R05365,实体,相关,的成对实体对齐方法,0.5,1
R05366,实体,相关,于概率模型,0.5,1
R05367,方法,相关,基于概率模型,0.5,1
R05368,方法,相关,的成对实体对齐方法,0.5,1
R05369,方法,相关,于概率模型,0.5,1
R05370,关系,相关,基于概率模型,0.5,1
R05371,关系,相关,的成对实体对齐方法,0.5,1
R05372,关系,相关,于概率模型,0.5,1
R05373,概率,相关,基于概率模型,0.5,1
R05374,概率,相关,的成对实体对齐方法,0.5,1
R05375,概率,相关,于概率模型,0.5,1
R05376,模型,相关,基于概率模型,0.5,1
R05377,模型,相关,的成对实体对齐方法,0.5,1
R05378,模型,相关,于概率模型,0.5,1
R05379,概率模型,相关,立实体对齐的概率模型,0.5,1
R05380,实体,相关,立实体对齐的概率模型,0.5,1
R05381,概率,相关,立实体对齐的概率模型,0.5,1
R05382,模型,相关,立实体对齐的概率模型,0.5,1
R05383,立实体对齐的概率模型,相关,建立实体对齐的概率模型,0.5,1
R05384,实体,相关,北京,0.5,1
R05385,百度,相关,北京,0.5,1
R05386,问题,相关,的成对实体对齐方法,0.5,1
R05387,问题,相关,习的成对实体对齐方法,0.5,1
R05388,的成对实体对齐方法,相关,机器学习,0.5,1
R05389,方法,相关,又可分为监督学习方法,0.5,1
R05390,问题,相关,监督,0.5,1
R05391,问题,相关,又可分为监督学习方法,0.5,1
R05392,数据,相关,又可分为监督学习方法,0.5,1
R05393,监督,相关,数据又可分为监督,0.5,1
R05394,又可分为监督学习方法,相关,数据又可分为监督,0.5,1
R05395,监督,相关,部分,0.5,1
R05396,实体,相关,训练分类模型,0.5,1
R05397,实体,相关,再通过分类模型,0.5,1
R05398,分类,相关,训练分类模型,0.5,1
R05399,分类,相关,再通过分类模型,0.5,1
R05400,数据,相关,训练分类模型,0.5,1
R05401,数据,相关,再通过分类模型,0.5,1
R05402,特征,相关,训练分类模型,0.5,1
R05403,特征,相关,再通过分类模型,0.5,1
R05404,训练,相关,数据做实体对齐,0.5,1
R05405,模型,相关,训练分类模型,0.5,1
R05406,模型,相关,再通过分类模型,0.5,1
R05407,训练分类模型,相关,数据做实体对齐,0.5,1
R05408,再通过分类模型,相关,数据做实体对齐,0.5,1
R05409,实体,相关,实体对齐使用聚类算法,0.5,1
R05410,监督,相关,聚类,0.5,1
R05411,聚类,相关,实体对齐使用聚类算法,0.5,1
R05412,算法,相关,实体对齐使用聚类算法,0.5,1
R05413,实体,相关,传播,0.5,1
R05414,实体,相关,集体实体对齐方法,0.5,1
R05415,实体,相关,播的集体实体对齐方法,0.5,1
R05416,实体,相关,的集体实体对齐方法,0.5,1
R05417,方法,相关,传播,0.5,1
R05418,方法,相关,集体实体对齐方法,0.5,1
R05419,方法,相关,播的集体实体对齐方法,0.5,1
R05420,方法,相关,的集体实体对齐方法,0.5,1
R05421,相似性,相关,传播,0.5,1
R05422,相似性,相关,集体实体对齐方法,0.5,1
R05423,相似性,相关,播的集体实体对齐方法,0.5,1
R05424,相似性,相关,的集体实体对齐方法,0.5,1
R05425,集体,相关,传播,0.5,1
R05426,集体,相关,集体实体对齐方法,0.5,1
R05427,集体,相关,播的集体实体对齐方法,0.5,1
R05428,集体,相关,的集体实体对齐方法,0.5,1
R05429,概率模型,相关,集体实体对齐方法,0.5,1
R05430,概率模型,相关,的集体实体对齐方法,0.5,1
R05431,概率,相关,集体实体对齐方法,0.5,1
R05432,概率,相关,的集体实体对齐方法,0.5,1
R05433,模型,相关,集体实体对齐方法,0.5,1
R05434,模型,相关,的集体实体对齐方法,0.5,1
R05435,集体,相关,于概率模型,0.5,1
R05436,实体,相关,根据相似度传播算法,0.5,1
R05437,算法,相关,传播,0.5,1
R05438,算法,相关,假设,0.5,1
R05439,算法,相关,根据相似度传播算法,0.5,1
R05440,传播,相关,命名,0.5,1
R05441,假设,相关,命名,0.5,1
R05442,命名,相关,根据相似度传播算法,0.5,1
R05443,融合,相关,过程,0.5,1
R05444,融合,相关,数据融合过程中,0.5,1
R05445,百度,相关,北京小米科技有限责任公司,0.5,1
R05446,公司,相关,欧菲光,0.5,1
R05447,公司,相关,外两个具有相似名字的公司,0.5,1
R05448,公司,相关,欧菲光集团股份有限公司,0.5,1
R05449,集团,相关,欧菲光,0.5,1
R05450,集团,相关,外两个具有相似名字的公司,0.5,1
R05451,集团,相关,欧菲光集团股份有限公司,0.5,1
R05452,名字,相关,欧菲光,0.5,1
R05453,名字,相关,外两个具有相似名字的公司,0.5,1
R05454,名字,相关,欧菲光集团股份有限公司,0.5,1
R05455,欧菲光,相关,集团股份,0.5,1
R05456,欧菲光,相关,有限公司,0.5,1
R05457,欧菲光,相关,外两个具有相似名字的公司,0.5,1
R05458,欧菲光,相关,欧菲光集团股份有限公司,0.5,1
R05459,集团股份,相关,外两个具有相似名字的公司,0.5,1
R05460,集团股份,相关,欧菲光集团股份有限公司,0.5,1
R05461,有限公司,相关,外两个具有相似名字的公司,0.5,1
R05462,有限公司,相关,欧菲光集团股份有限公司,0.5,1
R05463,关系,相关,影响,0.5,1
R05464,关系,相关,华为技术有限公司,0.5,1
R05465,关系,相关,华为,0.5,1
R05466,关系,相关,华为技术,0.5,1
R05467,公司,相关,影响,0.5,1
R05468,公司,相关,华为技术有限公司,0.5,1
R05469,公司,相关,华为,0.5,1
R05470,公司,相关,华为技术,0.5,1
R05471,供应商,相关,影响,0.5,1
R05472,供应商,相关,华为技术有限公司,0.5,1
R05473,供应商,相关,华为,0.5,1
R05474,供应商,相关,华为技术,0.5,1
R05475,有限公司,相关,影响,0.5,1
R05476,有限公司,相关,华为技术有限公司,0.5,1
R05477,有限公司,相关,华为,0.5,1
R05478,有限公司,相关,华为技术,0.5,1
R05479,产生,相关,影响,0.5,1
R05480,产生,相关,华为技术有限公司,0.5,1
R05481,产生,相关,华为,0.5,1
R05482,产生,相关,华为技术,0.5,1
R05483,影响,相关,华为技术有限公司,0.5,1
R05484,影响,相关,华为,0.5,1
R05485,华为技术有限公司,相关,华为,0.5,1
R05486,华为技术有限公司,相关,华为技术,0.5,1
R05487,华为,相关,华为技术,0.5,1
R05488,算法,相关,华为,0.5,1
R05489,阈值,相关,华为,0.5,1
R05490,方法,相关,约束,0.5,1
R05491,方法,相关,但由于该方法,0.5,1
R05492,产生,相关,约束,0.5,1
R05493,产生,相关,但由于该方法,0.5,1
R05494,语义,相关,约束,0.5,1
R05495,语义,相关,但由于该方法,0.5,1
R05496,现象,相关,约束,0.5,1
R05497,现象,相关,但由于该方法,0.5,1
R05498,约束,相关,语义漂移现象,0.5,1
R05499,但由于该方法,相关,语义漂移现象,0.5,1
R05500,实体,相关,如同属于公司,0.5,1
R05501,公司,相关,如同属于公司,0.5,1
R05502,集团,相关,如同属于公司,0.5,1
R05503,条件,相关,如同属于公司,0.5,1
R05504,类别,相关,如同属于公司,0.5,1
R05505,传播,相关,集体,0.5,1
R05506,传播,相关,实体,0.5,1
R05507,集体,相关,基于概率模型,0.5,1
R05508,关系,相关,的集体实体对齐方法,0.5,1
R05509,方法,相关,学习和数据挖掘等方法,0.5,1
R05510,方法,相关,关系数据中的似然模型,0.5,1
R05511,关系,相关,学习和数据挖掘等方法,0.5,1
R05512,关系,相关,关系数据中的似然模型,0.5,1
R05513,数据挖掘,相关,学习和数据挖掘等方法,0.5,1
R05514,数据挖掘,相关,关系数据中的似然模型,0.5,1
R05515,关系数据,相关,学习和数据挖掘等方法,0.5,1
R05516,关系数据,相关,关系数据中的似然模型,0.5,1
R05517,模型,相关,学习和数据挖掘等方法,0.5,1
R05518,模型,相关,关系数据中的似然模型,0.5,1
R05519,数据,相关,学习和数据挖掘等方法,0.5,1
R05520,数据,相关,关系数据中的似然模型,0.5,1
R05521,学习和数据挖掘等方法,相关,获取关系数据中的似然模型,0.5,1
R05522,学习和数据挖掘等方法,相关,数据挖掘等方法获,0.5,1
R05523,学习和数据挖掘等方法,相关,数据中的似然模型,0.5,1
R05524,关系数据中的似然模型,相关,获取关系数据中的似然模型,0.5,1
R05525,关系数据中的似然模型,相关,数据挖掘等方法获,0.5,1
R05526,关系数据中的似然模型,相关,数据中的似然模型,0.5,1
R05527,方法,相关,北京,0.5,1
R05528,方法,相关,北京小米科技有限责任公司,0.5,1
R05529,北京,相关,这种方法,0.5,1
R05530,小米,相关,这种方法,0.5,1
R05531,科技,相关,这种方法,0.5,1
R05532,公司,相关,这种方法,0.5,1
R05533,这种方法,相关,北京小米科技有限责任公司,0.5,1
R05534,实体,相关,定条件下通过概率模型,0.5,1
R05535,概率模型,相关,定条件下通过概率模型,0.5,1
R05536,概率,相关,定条件下通过概率模型,0.5,1
R05537,模型,相关,定条件下通过概率模型,0.5,1
R05538,条件,相关,定条件下通过概率模型,0.5,1
R05539,定条件下通过概率模型,相关,在一定条件下通过概率模型,0.5,1
R05540,概率模型,相关,CRF,0.5,1
R05541,概率模型,相关,常用的概率模型,0.5,1
R05542,概率模型,相关,有文档主题生成模型,0.5,1
R05543,概率,相关,CRF,0.5,1
R05544,概率,相关,常用的概率模型,0.5,1
R05545,概率,相关,有文档主题生成模型,0.5,1
R05546,模型,相关,常用的概率模型,0.5,1
R05547,模型,相关,有文档主题生成模型,0.5,1
R05548,文档,相关,CRF,0.5,1
R05549,文档,相关,常用的概率模型,0.5,1
R05550,文档,相关,有文档主题生成模型,0.5,1
R05551,主题,相关,CRF,0.5,1
R05552,主题,相关,常用的概率模型,0.5,1
R05553,主题,相关,有文档主题生成模型,0.5,1
R05554,数据,相关,数据融合工具,0.5,1
R05555,融合,相关,工具,0.5,1
R05556,融合,相关,数据融合工具,0.5,1
R05557,融合,相关,数据融合工具介绍,0.5,1
R05558,工具,相关,数据融合工具,0.5,1
R05559,数据融合工具,相关,数据融合工具介绍,0.5,1
R05560,工具,相关,自动,0.5,1
R05561,工具,相关,Falcon,0.5,1
R05562,工具,相关,AO,0.5,1
R05563,工具,相关,Java,0.5,1
R05564,工具,相关,动化本体匹配工具,0.5,1
R05565,本体,相关,Falcon,0.5,1
R05566,本体,相关,AO,0.5,1
R05567,本体,相关,Java,0.5,1
R05568,本体,相关,动化本体匹配工具,0.5,1
R05569,语言,相关,自动,0.5,1
R05570,语言,相关,Falcon,0.5,1
R05571,语言,相关,AO,0.5,1
R05572,语言,相关,动化本体匹配工具,0.5,1
R05573,自动,相关,动化本体匹配工具,0.5,1
R05574,Falcon,相关,动化本体匹配工具,0.5,1
R05575,AO,相关,动化本体匹配工具,0.5,1
R05576,Java,相关,动化本体匹配工具,0.5,1
R05577,本体,相关,对应,0.5,1
R05578,算法,相关,它有四种匹配算法,0.5,1
R05579,大本,相关,它有四种匹配算法,0.5,1
R05580,算法,相关,PBM,0.5,1
R05581,算法,相关,Sub,0.5,1
R05582,算法,相关,体匹配算法,0.5,1
R05583,算法,相关,距离的字符串匹配算法,0.5,1
R05584,编辑,相关,PBM,0.5,1
R05585,编辑,相关,Sub,0.5,1
R05586,编辑,相关,体匹配算法,0.5,1
R05587,编辑,相关,距离的字符串匹配算法,0.5,1
R05588,距离,相关,PBM,0.5,1
R05589,距离,相关,Sub,0.5,1
R05590,距离,相关,体匹配算法,0.5,1
R05591,距离,相关,距离的字符串匹配算法,0.5,1
R05592,字符串,相关,PBM,0.5,1
R05593,字符串,相关,Sub,0.5,1
R05594,字符串,相关,体匹配算法,0.5,1
R05595,字符串,相关,距离的字符串匹配算法,0.5,1
R05596,文档,相关,Doc,0.5,1
R05597,文档,相关,RDF,0.5,1
R05598,文档,相关,文档的语言学匹配算法,0.5,1
R05599,本体,相关,Doc,0.5,1
R05600,本体,相关,文档的语言学匹配算法,0.5,1
R05601,语言,相关,Doc,0.5,1
R05602,语言,相关,文档的语言学匹配算法,0.5,1
R05603,算法,相关,Doc,0.5,1
R05604,算法,相关,RDF,0.5,1
R05605,算法,相关,文档的语言学匹配算法,0.5,1
R05606,语言学,相关,Doc,0.5,1
R05607,语言学,相关,RDF,0.5,1
R05608,语言学,相关,文档的语言学匹配算法,0.5,1
R05609,结构,相关,Doc,0.5,1
R05610,结构,相关,文档的语言学匹配算法,0.5,1
R05611,算法,相关,GMO,0.5,1
R05612,算法,相关,Falcon,0.5,1
R05613,算法,相关,AO,0.5,1
R05614,策略,相关,Falcon,0.5,1
R05615,策略,相关,AO,0.5,1
R05616,策略,相关,PBM,0.5,1
R05617,算法,相关,将知识库,0.5,1
R05618,知识库,相关,Sub,0.5,1
R05619,知识库,相关,Doc,0.5,1
R05620,知识库,相关,将知识库,0.5,1
R05621,资源,相关,Sub,0.5,1
R05622,资源,相关,Doc,0.5,1
R05623,资源,相关,将知识库,0.5,1
R05624,小块,相关,Sub,0.5,1
R05625,小块,相关,Doc,0.5,1
R05626,小块,相关,将知识库,0.5,1
R05627,Sub,相关,将知识库,0.5,1
R05628,Sub,相关,知识库中的资源分,0.5,1
R05629,Doc,相关,将知识库,0.5,1
R05630,Doc,相关,知识库中的资源分,0.5,1
R05631,将知识库,相关,知识库中的资源分,0.5,1
R05632,文档,相关,在接收两个算法,0.5,1
R05633,算法,相关,在接收两个算法,0.5,1
R05634,字符串,相关,在接收两个算法,0.5,1
R05635,级别,相关,在接收两个算法,0.5,1
R05636,结果,相关,在接收两个算法,0.5,1
R05637,资源,相关,GMO,0.5,1
R05638,结果,相关,Sub,0.5,1
R05639,结果,相关,Doc,0.5,1
R05640,结果,相关,GMO,0.5,1
R05641,融合,相关,中英文,0.5,1
R05642,融合,相关,维基百科,0.5,1
R05643,融合,相关,法语,0.5,1
R05644,融合,相关,百度,0.5,1
R05645,融合,相关,百科,0.5,1
R05646,中英文,相关,XLORE,0.5,1
R05647,维基百科,相关,XLORE,0.5,1
R05648,法语,相关,XLORE,0.5,1
R05649,百度,相关,XLORE,0.5,1
R05650,百科,相关,XLORE,0.5,1
R05651,语言,相关,清华大学,0.5,1
R05652,语言,相关,由清华大学知识工程实验室,0.5,1
R05653,清华大学,相关,工程,0.5,1
R05654,清华大学,相关,实验室,0.5,1
R05655,清华大学,相关,图谱,0.5,1
R05656,清华大学,相关,较平衡的大规模多语言知识,0.5,1
R05657,清华大学,相关,由清华大学知识,0.5,1
R05658,清华大学,相关,知识图谱,0.5,1
R05659,清华大学,相关,知识工程实验室开,0.5,1
R05660,工程,相关,由清华大学知识工程实验室,0.5,1
R05661,实验室,相关,由清华大学知识工程实验室,0.5,1
R05662,图谱,相关,由清华大学知识工程实验室,0.5,1
R05663,较平衡的大规模多语言知识,相关,由清华大学知识工程实验室,0.5,1
R05664,由清华大学知识,相关,由清华大学知识工程实验室,0.5,1
R05665,知识图谱,相关,由清华大学知识工程实验室,0.5,1
R05666,知识工程实验室开,相关,由清华大学知识工程实验室,0.5,1
R05667,系统,相关,XLORE,0.5,1
R05668,显著特点,相关,XLORE,0.5,1
R05669,聚力,相关,XLORE,0.5,1
R05670,中文,相关,XLORE,0.5,1
R05671,关系,相关,检索,0.5,1
R05672,概念,相关,检索,0.5,1
R05673,词条,相关,检索,0.5,1
R05674,检索,相关,关键字,0.5,1
R05675,实体,相关,Dedupe,0.5,1
R05676,实体,相关,Python,0.5,1
R05677,重复记录,相关,解析,0.5,1
R05678,重复记录,相关,Dedupe,0.5,1
R05679,重复记录,相关,Python,0.5,1
R05680,方法,相关,Active Learning,0.5,1
R05681,方法,相关,它基于主动学习的方法,0.5,1
R05682,方法,相关,Active,0.5,1
R05683,方法,相关,Learning,0.5,1
R05684,训练,相关,Active,0.5,1
R05685,训练,相关,Learning,0.5,1
R05686,模型,相关,Active Learning,0.5,1
R05687,模型,相关,它基于主动学习的方法,0.5,1
R05688,模型,相关,Active,0.5,1
R05689,模型,相关,Learning,0.5,1
R05690,Active Learning,相关,Active,0.5,1
R05691,Active Learning,相关,Learning,0.5,1
R05692,它基于主动学习的方法,相关,Active,0.5,1
R05693,它基于主动学习的方法,相关,Learning,0.5,1
R05694,数据,相关,Dedupe,0.5,1
R05695,数据类型,相关,Dedupe,0.5,1
R05696,聚类,相关,Dedupe,0.5,1
R05697,类型,相关,Dedupe,0.5,1
R05698,Dedupe,相关,数据类型和自定义,0.5,1
R05699,融合,相关,体系,0.5,1
R05700,技术,相关,存储与融合的整套技术,0.5,1
R05701,体系,相关,存储与融合的整套技术,0.5,1
R05702,技术,相关,通过掌握上述技术,0.5,1
R05703,利用,相关,加工,0.5,1
R05704,人工智能,相关,图谱也是人工智能系统,0.5,1
R05705,系统,相关,图谱也是人工智能系统,0.5,1
R05706,任务,相关,图谱也是人工智能系统,0.5,1
R05707,图谱也是人工智能系统,相关,知识图谱,0.5,1
R05708,图谱也是人工智能系统,相关,知识图谱也是人工,0.5,1
R05709,加工,相关,信息,0.5,1
R05710,加工,相关,感知信息相关的知识,0.5,1
R05711,加工,相关,信息相关的知识,0.5,1
R05712,检索,相关,技术,0.5,1
R05713,检索,相关,关键,0.5,1
R05714,检索,相关,这两项,0.5,1
R05715,检索,相关,关键技术,0.5,1
R05716,检索,相关,及的技术为知识检索和知识,0.5,1
R05717,检索,相关,知识检索和知识推,0.5,1
R05718,技术,相关,及的技术,0.5,1
R05719,技术,相关,面将对这两项关键技术,0.5,1
R05720,关键,相关,及的技术,0.5,1
R05721,关键,相关,面将对这两项关键技术,0.5,1
R05722,这两项,相关,及的技术,0.5,1
R05723,这两项,相关,面将对这两项关键技术,0.5,1
R05724,关键技术,相关,及的技术,0.5,1
R05725,关键技术,相关,面将对这两项关键技术,0.5,1
R05726,及的技术,相关,及的技术为知识检索和知识,0.5,1
R05727,及的技术,相关,知识检索和知识推,0.5,1
R05728,及的技术,相关,知识检索,0.5,1
R05729,及的技术,相关,知识推理,0.5,1
R05730,面将对这两项关键技术,相关,及的技术为知识检索和知识,0.5,1
R05731,面将对这两项关键技术,相关,知识检索和知识推,0.5,1
R05732,面将对这两项关键技术,相关,知识检索,0.5,1
R05733,面将对这两项关键技术,相关,知识推理,0.5,1
R05734,检索,相关,目的,0.5,1
R05735,检索,相关,知识图谱,0.5,1
R05736,检索,相关,知识检索作为知识图谱,0.5,1
R05737,检索,相关,知识检索作为知识,0.5,1
R05738,检索,相关,数据,0.5,1
R05739,检索,相关,列表,0.5,1
R05740,检索,相关,结构化,0.5,1
R05741,检索,相关,结构,0.5,1
R05742,检索,相关,知识检索不仅仅返,0.5,1
R05743,检索,相关,数据列表,0.5,1
R05744,检索,相关,手段,0.5,1
R05745,检索,相关,目前常用的知识,0.5,1
R05746,检索,相关,知识检索手段,0.5,1
R05747,检索,相关,查询语言,0.5,1
R05748,检索,相关,语义,0.5,1
R05749,检索,相关,语言,0.5,1
R05750,检索,相关,主要有基于查询语言的知识,0.5,1
R05751,检索,相关,检索和基于语义的知识,0.5,1
R05752,检索,相关,基于查询语言的知识,0.5,1
R05753,检索,相关,知识检索和基于语,0.5,1
R05754,查询语言,相关,语义,0.5,1
R05755,查询语言,相关,语言,0.5,1
R05756,查询语言,相关,主要有基于查询语言的知识,0.5,1
R05757,查询语言,相关,检索和基于语义的知识,0.5,1
R05758,查询语言,相关,基于查询语言的知识,0.5,1
R05759,查询语言,相关,知识检索,0.5,1
R05760,查询语言,相关,知识检索和基于语,0.5,1
R05761,数据,相关,存储在图数据库,0.5,1
R05762,数据,相关,在图数据库,0.5,1
R05763,数据库,相关,存储在图数据库,0.5,1
R05764,数据库,相关,在图数据库,0.5,1
R05765,存储在图数据库,相关,知识图谱,0.5,1
R05766,存储在图数据库,相关,对于构建好的知识图谱,0.5,1
R05767,存储在图数据库,相关,数据通常存储在图,0.5,1
R05768,存储在图数据库,相关,数据库中,0.5,1
R05769,存储在图数据库,相关,图数据库,0.5,1
R05770,在图数据库,相关,知识图谱,0.5,1
R05771,在图数据库,相关,对于构建好的知识图谱,0.5,1
R05772,在图数据库,相关,数据通常存储在图,0.5,1
R05773,在图数据库,相关,数据库中,0.5,1
R05774,在图数据库,相关,图数据库,0.5,1
R05775,数据,相关,和查询的数据库,0.5,1
R05776,结构,相关,和查询的数据库,0.5,1
R05777,数据库,相关,和查询的数据库,0.5,1
R05778,结点,相关,和查询的数据库,0.5,1
R05779,结点,相关,在图数据库,0.5,1
R05780,数据项,相关,在图数据库,0.5,1
R05781,在图数据库,相关,数据库中数据项结,0.5,1
R05782,数据,相关,系允许将数据库,0.5,1
R05783,数据库,相关,系允许将数据库,0.5,1
R05784,关系,相关,系允许将数据库,0.5,1
R05785,系允许将数据库,相关,数据库中,0.5,1
R05786,系允许将数据库,相关,数据库中存储的,0.5,1
R05787,数据,相关,而在图数据库,0.5,1
R05788,数据,相关,他种类的数据库,0.5,1
R05789,数据库,相关,而在图数据库,0.5,1
R05790,数据库,相关,他种类的数据库,0.5,1
R05791,种类,相关,在图数据库,0.5,1
R05792,种类,相关,而在图数据库,0.5,1
R05793,种类,相关,他种类的数据库,0.5,1
R05794,在图数据库,相关,数据库以及其他种,0.5,1
R05795,而在图数据库,相关,数据库中,0.5,1
R05796,而在图数据库,相关,数据库以及其他种,0.5,1
R05797,而在图数据库,相关,图数据库,0.5,1
R05798,他种类的数据库,相关,数据库中,0.5,1
R05799,他种类的数据库,相关,数据库以及其他种,0.5,1
R05800,他种类的数据库,相关,图数据库,0.5,1
R05801,信息,相关,查询语言,0.5,1
R05802,信息,相关,询语言对数据库,0.5,1
R05803,数据,相关,查询语言,0.5,1
R05804,数据,相关,询语言对数据库,0.5,1
R05805,查询语言,相关,数据库,0.5,1
R05806,查询语言,相关,询语言对数据库,0.5,1
R05807,查询语言,相关,数据库中,0.5,1
R05808,查询语言,相关,数据库中的信息进,0.5,1
R05809,数据库,相关,询语言对数据库,0.5,1
R05810,语言,相关,询语言对数据库,0.5,1
R05811,询语言对数据库,相关,数据库中,0.5,1
R05812,询语言对数据库,相关,数据库中的信息进,0.5,1
R05813,数据,相关,言用于对数据库,0.5,1
R05814,数据库,相关,言用于对数据库,0.5,1
R05815,定义语言,相关,言用于对数据库,0.5,1
R05816,语言,相关,言用于对数据库,0.5,1
R05817,言用于对数据库,相关,数据定义语言用于,0.5,1
R05818,语言,相关,查询语言,0.5,1
R05819,子集,相关,查询语言,0.5,1
R05820,功能,相关,查询语言,0.5,1
